,description,industry,level,size,line_code,value
3126,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Machinery & equipment wholesaling,2,total,D1005,0
3127,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Other wholesale trade,2,total,D1005,0
3128,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Retail trade,1,total,D1005,0
3129,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Accommodation & food services,1,total,D1005,60
3130,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Transport, postal, & warehousing",1,total,D1005,0
3131,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Information media & telecommunications,1,total,D1005,0
3132,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Publishing,2,total,D1005,0
3133,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Motion picture,2,total,D1005,0
3134,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Telecommunications,2,total,D1005,0
3135,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Financial & insurance services,1,total,D1005,0
3136,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Finance,2,total,D1005,0
3137,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Insurance,2,total,D1005,0
3138,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Auxiliary,2,total,D1005,0
3139,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Rental, hiring, & real estate services",1,total,D1005,0
3140,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Professional, scientific, & technical services",1,total,D1005,0
3141,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Computer systems design,2,total,D1005,0
3142,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Other professional scientific,2,total,D1005,0
3143,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Administrative & support services,1,total,D1005,9
3144,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Education & training,1,total,D1005,3
3145,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Health care & social assistance,1,total,D1005,0
3146,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Arts & recreation services,1,total,D1005,0
3147,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Other services,1,total,D1005,0
3148,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",total,0,total,D1005,126
3149,Reasons given for not receiving the full amount: other reasons,total,0,619 employees,D1006,306
3150,Reasons given for not receiving the full amount: other reasons,total,0,2049 employees,D1006,114
3151,Reasons given for not receiving the full amount: other reasons,total,0,5099 employees,D1006,12
3152,Reasons given for not receiving the full amount: other reasons,total,0,100+ employees,D1006,21
3153,Reasons given for not receiving the full amount: other reasons,"Agriculture, forestry, & fishing",1,total,D1006,30
3154,Reasons given for not receiving the full amount: other reasons,Agriculture,2,total,D1006,0
3155,Reasons given for not receiving the full amount: other reasons,Commercial fishing,2,total,D1006,0
3156,Reasons given for not receiving the full amount: other reasons,Forestry & logging,2,total,D1006,3
3157,Reasons given for not receiving the full amount: other reasons,"Agriculture, forestry, & fishing support services",2,total,D1006,27
3158,Reasons given for not receiving the full amount: other reasons,Mining,1,total,D1006,0
3159,Reasons given for not receiving the full amount: other reasons,Manufacturing,1,total,D1006,36
3160,Reasons given for not receiving the full amount: other reasons,"Food, beverage, & tobacco",2,total,D1006,12
3161,Reasons given for not receiving the full amount: other reasons,"Textile, clothing, footwear, & leather",2,total,D1006,0
3162,Reasons given for not receiving the full amount: other reasons,Wood & paper product,2,total,D1006,0
3163,Reasons given for not receiving the full amount: other reasons,"Printing, publishing, & recorded media",2,total,D1006,0
3164,Reasons given for not receiving the full amount: other reasons,"Petroleum, coal, chemical, & associated product",2,total,D1006,3
3165,Reasons given for not receiving the full amount: other reasons,Non-metallic mineral product,2,total,D1006,0
3166,Reasons given for not receiving the full amount: other reasons,Metal product,2,total,D1006,15
3167,Reasons given for not receiving the full amount: other reasons,Transport and industrial machinery & equipment,2,total,D1006,0
3168,Reasons given for not receiving the full amount: other reasons,Other machinery & equipment,2,total,D1006,3
3169,Reasons given for not receiving the full amount: other reasons,Other manufacturing,2,total,D1006,0
3170,Reasons given for not receiving the full amount: other reasons,"Electricity, gas, water, & waste services",1,total,D1006,3
3171,Reasons given for not receiving the full amount: other reasons,Construction,1,total,D1006,36
3172,Reasons given for not receiving the full amount: other reasons,Wholesale trade,1,total,D1006,3
3173,Reasons given for not receiving the full amount: other reasons,Machinery & equipment wholesaling,2,total,D1006,3
3174,Reasons given for not receiving the full amount: other reasons,Other wholesale trade,2,total,D1006,0
3175,Reasons given for not receiving the full amount: other reasons,Retail trade,1,total,D1006,18
3176,Reasons given for not receiving the full amount: other reasons,Accommodation & food services,1,total,D1006,126
3177,Reasons given for not receiving the full amount: other reasons,"Transport, postal, & warehousing",1,total,D1006,12
3178,Reasons given for not receiving the full amount: other reasons,Information media & telecommunications,1,total,D1006,6
3179,Reasons given for not receiving the full amount: other reasons,Publishing,2,total,D1006,0
3180,Reasons given for not receiving the full amount: other reasons,Motion picture,2,total,D1006,0
3181,Reasons given for not receiving the full amount: other reasons,Telecommunications,2,total,D1006,3
3182,Reasons given for not receiving the full amount: other reasons,Financial & insurance services,1,total,D1006,6
3183,Reasons given for not receiving the full amount: other reasons,Finance,2,total,D1006,0
3184,Reasons given for not receiving the full amount: other reasons,Insurance,2,total,D1006,0
